Name of Issuer,CUSIP,Value,Shares
ADIENT PLC,G0084W101,8687,576800
ADIENT PLC,G0084W101,14227,944713
ADIENT PLC,G0084W101,6939,460779
AERCAP HOLDINGS NV,N00985106,35972,908392
AERCAP HOLDINGS NV,N00985106,44100,1113643
AERCAP HOLDINGS NV,N00985106,72232,1824043
ALTICE USA INC,02156K103,15278,924800
ALTICE USA INC,02156K103,19555,1183700
ALTICE USA INC,02156K103,33107,2004040
BRIGHTHOUSE FINL INC,10922N103,19092,626363
BRIGHTHOUSE FINL INC,10922N103,29745,975900
BRIGHTHOUSE FINL INC,10922N103,1219,40000
BRIGHTHOUSE FINL INC,10922N103,50306,1650456
CHEMOURS CO,163851108,1496,53000
CHEMOURS CO,163851108,2447,86700
CHEMOURS CO,163851108,1702,60300
CNX RESOURCES CORPORATION,12653C108,14682,1285606
CNX RESOURCES CORPORATION,12653C108,200,17500
CNX RESOURCES CORPORATION,12653C108,12368,1083029
CNX RESOURCES CORPORATION,12653C108,12607,1103965
CONSOL COAL RES LP,20855T100,48632,2963538
CONSOL COAL RES LP,20855T100,11804,719300
CONSOL COAL RES LP,20855T100,29630,1805600
CONSOL ENERGY INC NEW,20854L108,1544,48700
CONSOL ENERGY INC NEW,20854L108,1024,32300
CONSOL ENERGY INC NEW,20854L108,1871,59000
DILLARDS INC,254067101,3377,56000
DILLARDS INC,254067101,4222,70000
DILLARDS INC,254067101,7478,124000
ECHOSTAR CORP,278768106,9555,260200
ECHOSTAR CORP,278768106,6643,180900
ECHOSTAR CORP,278768106,5835,158900
ENSCO PLC,G3157S106,15754,4425300
ENSCO PLC,G3157S106,20597,5785700
ENSCO PLC,G3157S106,34849,9789000
EXELA TECHNOLOGIES INC,30162V102,5369,1380200
EXELA TECHNOLOGIES INC,30162V102,10316,2651907
EXELA TECHNOLOGIES INC,30162V102,16931,4352522
GENERAL MTRS CO,37045V100,108696,3249515
GENERAL MTRS CO,37045V100,180383,5392626
GENERAL MTRS CO,37045V100,108893,3255402
GENERAL MTRS CO,37045V100,1562,46700
GREEN BRICK PARTNERS INC,392709101,25100,3466793
GREEN BRICK PARTNERS INC,392709101,56610,7819054
GREEN BRICK PARTNERS INC,392709101,92910,12832821
HILTON GRAND VACATIONS INC,43283X105,8505,322300
HILTON GRAND VACATIONS INC,43283X105,14404,545800
HILTON GRAND VACATIONS INC,43283X105,6648,251900
MEDICINES CO,584688105,4157,217200
MEDICINES CO,584688105,5290,276400
MEDICINES CO,584688105,8713,455200
SEADRILL LTD,G7998G106,2292,235091
SEADRILL LTD,G7998G106,2951,302700
SEADRILL LTD,G7998G106,4963,509009
SHUTTERFLY INC,82568P304,6329,157200
SHUTTERFLY INC,82568P304,5556,138000
SHUTTERFLY INC,82568P304,9099,226000
TEMPUR SEALY INTL INC,88023U101,12395,299400
TEMPUR SEALY INTL INC,88023U101,15860,383100
TEMPUR SEALY INTL INC,88023U101,26858,648752
VOYA FINL INC,929089100,18906,471005
VOYA FINL INC,929089100,11986,298600
VOYA FINL INC,929089100,11393,283841
