Name of Issuer,CUSIP,Value,Shares
ADIENT PLC,G0084W101,5673,625500
ADIENT PLC,G0084W101,8739,963506
ADIENT PLC,G0084W101,2407,265400
AERCAP HOLDINGS NV,N00985106,3653,160300
AERCAP HOLDINGS NV,N00985106,26934,1181843
AERCAP HOLDINGS NV,N00985106,570,25000
AERCAP HOLDINGS NV,N00985106,43391,1903948
ALTICE USA INC,02156K103,12968,581800
ALTICE USA INC,02156K103,1460,65500
ALTICE USA INC,02156K103,1558,69900
ALTICE USA INC,02156K103,20243,908180
ALTRIA GROUP INC,02209S103,1771,45800
ALTRIA GROUP INC,02209S103,3836,99200
ALTRIA GROUP INC,02209S103,6203,160400
AMERICAN EXPRESS CO,025816109,5727,66900
AMERICAN EXPRESS CO,025816109,1618,18900
AMERICAN EXPRESS CO,025816109,3544,41400
BERKSHIRE HATHAWAY INC DEL,084670702,5521,30200
BERKSHIRE HATHAWAY INC DEL,084670702,1572,8600
BERKSHIRE HATHAWAY INC DEL,084670702,3419,18700
BRIGHTHOUSE FINL INC,10922N103,16016,662637
BRIGHTHOUSE FINL INC,10922N103,30202,1249578
BRIGHTHOUSE FINL INC,10922N103,3809,157600
BRIGHTHOUSE FINL INC,10922N103,37959,1570517
CENTENE CORP DEL,15135B101,3951,66500
CENTENE CORP DEL,15135B101,6387,107500
CENTENE CORP DEL,15135B101,1824,30700
CHANGE HEALTHCARE INC,15912K100,2942,294500
CHANGE HEALTHCARE INC,15912K100,30873,3090405
CHANGE HEALTHCARE INC,15912K100,19072,1909100
CHEMOURS CO,163851108,10027,1130401
CHEMOURS CO,163851108,12908,1455200
CHEMOURS CO,163851108,450,50700
CHEMOURS CO,163851108,19933,2247248
CNX RESOURCES CORPORATION,12653C108,15351,2885606
CNX RESOURCES CORPORATION,12653C108,93,17500
CNX RESOURCES CORPORATION,12653C108,23682,4451462
CNX RESOURCES CORPORATION,12653C108,183,34355
CONSOL COAL RES LP,20855T100,4100,719300
CONSOL COAL RES LP,20855T100,10292,1805600
CONSOL COAL RES LP,20855T100,16892,2963538
CROWN HLDGS INC,228368106,4022,69300
CROWN HLDGS INC,228368106,6512,112200
CROWN HLDGS INC,228368106,1857,32000
DANAHER CORPORATION,235851102,3460,25000
DANAHER CORPORATION,235851102,5578,40300
DANAHER CORPORATION,235851102,1592,11500
DISNEY WALT CO,254687106,1575,16300
DISNEY WALT CO,254687106,3410,35300
DISNEY WALT CO,254687106,5516,57100
EXELA TECHNOLOGIES INC,30162V102,484,2359607
EXELA TECHNOLOGIES INC,30162V102,792,3865516
EXELA TECHNOLOGIES INC,30162V102,265,1293600
GOLDMAN SACHS GROUP INC,38141G104,3463,22400
GOLDMAN SACHS GROUP INC,38141G104,5612,36300
GOLDMAN SACHS GROUP INC,38141G104,1608,10400
GREEN BRICK PARTNERS INC,392709101,27908,3466793
GREEN BRICK PARTNERS INC,392709101,62943,7819054
GREEN BRICK PARTNERS INC,392709101,103304,12832821
GULFPORT ENERGY CORP,402635304,189,424400
GULFPORT ENERGY CORP,402635304,123,275600
NEUBASE THERAPEUTICS INC,64132K102,4138,581131
NEUBASE THERAPEUTICS INC,64132K102,6816,957331
PAYCHEX INC,704326107,1743,27700
PAYCHEX INC,704326107,3781,60100
PAYCHEX INC,704326107,6116,97200
TEEKAY LNG PARTNERS L P,Y8564M105,318,32500
TEEKAY LNG PARTNERS L P,Y8564M105,2042,208600
TEEKAY LNG PARTNERS L P,Y8564M105,3320,339101
TESLA INC,88160R101,5712,10900
